Pulp Quality (Index),Paper Basis Weight (g/m²),Sheet Count per Roll,Drying Temperature (°C),Nip Pressure (kPa),Electrical Drive Load (%),Pump Flow Rate (m³/hr),Shift,Energy (kWh)
83.64436198859505,193.2928294950019,82.08590407071247,168.79555954025446,974.7368795377904,67.18225482,20.10867205431535,Afternoon,773.0263357645715
67.57834979593558,198.68382243173718,128.20796996299697,186.6583337125578,1162.2604766803854,62.419204863996114,23.979378092689455,Evening,840.6565565084845
97.69754623987608,202.1455991260656,86.40777228181548,180.01606747714172,1344.3918465075913,75.89309551823592,34.94962630391353,Afternoon,1078.7921271407372
60.45634325401235,207.6387332202941,85.89963280516544,176.82789169153023,1306.4918264494918,75.56404560053075,20.699514793102253,Morning,853.3525063888346
75.45758517301446,184.3398311884033,147.15257730788113,176.04825466993748,1496.870272498431,63.60547522629819,19.770232600594795,Night,803.9357372852719
73.12816149974167,180.32737567506024,100.8825413761353,191.4735509445083,1153.4258348261328,81.33078506553956,16.64597846367701,Evening,856.2054085376622
90.32779214358457,202.70364565544702,139.09032516860793,172.46426491326233,1300.7885098150346,65.88536450247511,18.427654034204107,Night,794.1651857159305
89.69358769900285,175.29449937329807,158.81113645747973,165.95870607420264,1213.1129986853762,86.20101951029078,30.418972747415395,Morning,1057.7770555124293
76.54947425696916,153.82108655456605,159.0720740505427,175.41373374603214,1498.044097880381,82.64490946,21.365773533332757,Afternoon,908.4746565222442
78.78162519602174,207.1161705437067,135.97274929219222,171.4391613114184,910.2544978200285,88.7893131,15.104039277922395,Afternoon,855.9321109088975
66.12214252369887,195.7226172933563,125.12587570500747,160.86968755983997,1266.4259214588174,88.62427235364933,15.489404794934057,Morning,840.5130437307139
55.19203531776073,182.13739160489746,144.85709739116243,171.43770840330063,1305.964965779327,76.20042088549052,26.154443885447275,Morning,934.6335544533217
71.52087850673847,218.6205611061351,94.73474486848373,182.2824959049463,1316.5756463628807,73.02042691099439,34.14511072360066,Night,1108.907013188416
76.56348969,197.33379451600734,159.21047776278817,189.01473990331405,912.3535336,65.55974623118746,18.520899769042206,Morning,788.7700396331121
87.30290680727721,159.37473108983139,96.16471528900868,182.98808541267675,1219.2239379245802,82.46327832,18.510693859962466,Night,913.5956348979461
87.02379848784412,174.55416048930903,135.8763400440813,190.38064814954436,1067.3597316935065,68.52915434826285,19.438281678705717,Evening,816.1277088177726
71.12673182592047,187.44962134642591,85.76410805785427,163.90806396620158,1422.131046898935,89.94857800495558,31.677655056448547,Night,1144.1821009054488
71.97697249424664,205.4666896005836,91.98075779495885,191.12762018588677,1135.7033411855132,70.55768332748517,22.30902415109888,Evening,872.4742331821959
64.51447034932907,209.6647034047036,96.29256651,194.47800877420718,1006.5247827999957,80.69748728362514,26.73364575919523,Evening,1013.3404698963498
60.79982062821025,191.39162384904097,114.56285205769188,178.62627345461806,1214.0397403541328,62.85183152276412,16.662373471393884,Afternoon,715.9719103
57.937298093749874,155.4099151441161,96.86285079350816,176.12966366237825,1461.7930721132425,77.82657449801876,17.127472844733724,Morning,806.0879665938335
94.50775395,176.24719572249288,139.78847810921738,173.15925093500582,1226.9282112649296,75.2329394,19.39809341172387,Afternoon,827.7850311883293
69.90347818248347,173.66391879037863,104.5415788289299,176.3770397599617,1371.067542712294,86.00494262290934,19.09870370024243,Evening,893.5108804855047
70.61925698388814,211.61295585651487,108.79281463546648,198.44781155056037,969.2234866114665,86.70341384083528,34.00234363164007,Night,1233.414195
62.47204639950074,160.74765768497213,132.53966405940372,189.45440257709265,1177.1462732339332,67.06833521219201,33.302819692693504,Morning,1013.1537610772598
82.77490356,168.44695275479492,82.49471878,161.92875525292365,1265.9953260201537,74.37617447283797,16.932576755922277,Afternoon,758.1784440126395
58.86102152442049,153.3098926912151,155.6054474483247,191.90674193159822,1108.057702,83.49559168474235,24.242151881357454,Evening,987.8514670700383
72.87259719786032,182.61287138897524,110.07642884010986,166.34251785913074,1040.9079960429096,77.52544557484299,34.08692385331808,Morning,1052.2952478097775
66.04533438806324,161.30093629960504,98.46644711637552,180.28986603706954,1196.6105021685844,66.92388440955867,21.31117815482863,Night,846.3328812
78.86902497859262,218.35672988555893,142.94132971449167,166.78558432825758,1174.1908720917313,76.95200894549785,19.82514354308244,Evening,843.2293645718314
69.89194862431127,180.20029263450485,108.35737076590007,161.86039678393846,1432.1510383968978,68.15964056824933,16.502073577084786,Morning,717.4423248588721
63.19367815877588,213.41359834879964,108.45653361480058,178.3986101848916,1029.8106419033509,82.88192870342907,22.39550385712804,Evening,933.8965468372841
74.71817771661345,164.18229633214065,103.37213749053835,193.79190166875267,1445.104763116235,89.15861911645655,16.282186444906166,Afternoon,903.9914194469116
79.28331870530418,190.01093112707323,87.87803374317556,168.87271865941707,1139.4659307016157,74.61132872215836,20.390372966877173,Afternoon,825.8281955748791
75.66517222383168,201.87623420601926,137.2965314357529,162.17427834701945,1157.2764587011936,71.23298844355485,19.402806990702274,Night,828.4526134490269
78.02471897739781,205.6356034193452,128.82897195825046,195.2172127155244,1223.601703597942,68.07937166699878,34.645137697144705,Evening,1059.3036695949727
68.65677906319037,196.5867621312087,158.95395452674106,167.49317906250897,1070.0553122451101,69.12747876394687,15.25390062,Afternoon,725.0351702060004
71.37258834012862,219.93139033434272,130.0287389273261,198.33289215729997,930.3620939836017,87.77274524,17.639163472403258,Morning,937.6124543472765
68.27539552224049,200.1404538784902,82.50561174,168.48154602663524,1048.809425206899,73.01091155343626,24.49450099647065,Afternoon,877.5156678437193
71.40446838,192.82325001277675,117.92260424614216,168.34041489614074,1023.7465770513834,61.292245402233654,21.082022850419122,Afternoon,754.0282596784641
66.86853717955546,211.23553697353185,82.37681375244216,175.55278112036996,1362.3789377614328,67.87664592562564,16.81460880809351,Night,781.1437308349496
57.73717397668323,200.27524806177692,106.15404781633895,193.14624913070946,1166.364173927895,71.99412158914849,20.50726533235664,Evening,859.8797282470404
76.77426142253753,159.12178074685804,122.49179502816051,184.43810842797302,1414.4004733011527,88.38204204990966,15.938487545509934,Night,921.9580755
70.98219063791738,203.83069056304936,156.25880931196636,166.30207550691054,1425.8713653548489,79.55616163082695,24.27185162880249,Morning,925.5563238267537
58.69801653033956,160.54692826562209,81.67394390680487,183.3221102792267,969.1535210658144,84.37410026609257,20.71451162843315,Afternoon,914.0197543205873
79.62782255525774,160.4071646799993,157.3825130370168,172.83468357421881,967.1774394788993,79.46456111119268,25.640854009098426,Morning,948.5652312074513
65.92701635616757,170.3321997530715,152.5152282521463,192.28420013899725,1000.649422518105,83.59213905225216,15.760201538022578,Evening,865.9978749354718
75.51945395796139,202.26048324135144,134.04439204188657,162.46070602952514,1232.1224455882727,65.64968636661476,17.606806625204175,Night,762.5925801080441
82.29090562177537,190.90181122783636,87.56701079712349,195.56342532052244,1113.9383262343642,85.69158144462241,23.070144469779436,Night,1037.049578264099
76.28982911,174.22346933307884,157.19911188497912,182.0431894232054,965.3817019071859,82.32516076936798,33.25332834962914,Night,1159.2216587315856
86.39400684543301,206.06753963126812,125.12485388852582,187.76180410562256,1057.5179600287786,73.79671558057437,19.313209145195465,Evening,847.6359782106388
62.651741796463476,156.58307005553755,80.07974421,170.0348053,1386.8529321577153,79.73511386237251,32.17258984439892,Evening,1033.4260858622838
79.02341641177549,170.80673089474755,146.2307657810761,171.94394858682156,921.2412241433085,62.92923604728209,20.87191460135584,Evening,767.8364318768777
68.15189909059687,209.37759919263618,97.74634561607584,167.46629761019838,1307.6318101253225,88.91087266994951,21.134662066346266,Night,979.9754370808322
66.29202850818118,175.36838666448455,101.70584879225075,163.54838478583676,963.5563752875779,78.02177039434251,29.37836501466731,Night,1024.400262439024
69.21150335235585,172.8380138997062,127.67404072412286,176.1948530966242,1075.864796914644,67.79726806465604,17.63809613323511,Night,794.2216517234768
71.88447467872628,187.4591163,89.40916140275881,196.55815693492957,1056.7408439054889,74.88225970573157,18.52829523915283,Morning,850.8197602821145
75.56165342229745,213.60069649814545,153.94335132515903,160.05232745285252,1438.5897105002427,66.84686438834389,23.688515506620767,Evening,826.6603031547993
63.348501592166436,217.34626630820702,132.74891621945568,160.41066896596755,1153.3524938180042,68.30487696001833,20.976916201009168,Afternoon,793.1978255292705
84.00826486954188,155.5495030384016,107.47951271753524,179.14676635148015,1116.9365491227168,87.71970065505302,25.527682220272833,Morning,1003.4448649389018
79.6566244,216.3928835641184,138.88899117021893,184.36136369659351,908.0984263197913,66.19924421,17.69499973549901,Evening,772.0881558175856
59.63756313722776,217.25426463997707,149.04770339027587,187.67682265689302,1360.658252523796,85.92954277663544,32.806787910188326,Evening,1138.1296883112582
89.88252194,174.45596873979002,146.60688039342696,184.84601058958202,1074.928154843609,77.65720801149575,22.588144023839693,Afternoon,913.5859113040568
93.95889176030583,151.26550611188068,127.12169541480499,186.52339916059526,1334.0230576085826,64.73890127740874,19.399886101047805,Morning,777.9178822
86.78779571,174.6969365151927,144.3062555003316,177.9063248660641,1132.2294119684457,74.77720811307823,24.248426934303108,Evening,906.4001175671583
73.20075164,203.9322203769853,92.88591371,176.11995439241724,1251.6399309358178,73.56349743227774,23.503522341839066,Morning,881.3980637870493
64.29247378489458,158.57622820406436,130.06147151316236,183.4492272096456,1291.3899565137813,71.30102694,15.311218229132862,Morning,756.5705785712086
85.54451726931137,167.13091735428753,108.30270864191408,161.72716997164068,1284.8742850869248,68.95710830177899,21.489618866387715,Night,833.3163387058771
70.96823053,158.37246643726266,104.28330100197329,177.79339506659994,958.4626530165713,86.86425028433746,22.86164556833588,Evening,955.0401040162645
87.22445070382427,152.39148337025648,91.61455247954254,190.14212514465945,1193.1530313507292,60.91871625276946,33.46126045895109,Morning,969.3440081426938
77.08274978076861,208.63554404373275,83.18117980758811,199.31451687567028,1469.9471038986499,68.89239353141843,20.519668473466982,Afternoon,849.3506103562079
84.76639036483712,191.77736689711247,81.51170485445776,172.33513748704516,1010.2269689405302,80.76110209646102,33.869176310937405,Afternoon,1077.1842786286866
78.56366397174402,211.37010362293776,150.14338775360173,165.6131591000476,934.4010071022963,78.16786228916718,33.16504618662941,Afternoon,1052.6949295723225
82.06573168191949,158.63634670839807,134.80320548148887,188.99086174332973,1126.5730653753592,73.47587273186222,15.508856283619918,Night,824.2353997843702
75.10500021,197.6032708660707,134.08820816639707,181.45705236990696,954.6980999827493,64.72944726952147,28.497720808729028,Morning,915.2738932
92.85870493905836,190.25317876671386,128.05252686896887,183.88840036619018,1083.606198974802,67.67685932326297,29.08453894597848,Morning,945.6738011794089
76.26912093,208.64538503019617,110.6126665195566,198.15383852459286,1378.5337781659614,88.30140664749054,28.128706694898952,Morning,1093.2322171685337
79.01989363444702,183.6253164139344,108.24319329653088,173.05928242287328,982.9124094178044,82.07696039863302,34.262580222971486,Evening,1095.6757437138483
93.83150697056254,170.12361043905074,102.22933601973064,192.77996208238972,1372.0467308502325,73.53094293,33.11344098916056,Morning,1055.448356783527
61.52240938857554,185.5727707799196,107.42771230319373,181.8138421528068,914.3496509340926,82.85830213915338,22.256016596790033,Evening,932.7035887
62.29515001514267,183.40233802734213,136.75458198385846,186.77729106046837,1481.4196730547133,88.51686153559478,32.5907241,Night,1198.7812310616132
84.69396708158011,198.02865145397334,119.44680027815959,197.10521942165002,1013.4649998896207,82.97453501,32.55453228912462,Evening,1124.2838550359997
63.26876595,216.09104162299764,140.25900143651364,175.64582209139067,1367.9240984909645,82.35678413001443,31.86605964302039,Night,1129.5431910260284
94.43621185649292,175.66280563572096,87.44661000911879,173.4004727549472,1466.5456887095038,75.09655374922163,16.692441376746046,Morning,779.3710901
70.86381019240252,189.95633207517676,119.85748348948826,168.24458478606812,1293.232277615935,80.42987087826293,18.66884484,Afternoon,842.1302879807654
67.52545188559242,174.86433342407443,110.947248,177.4002667730036,1112.1554623934835,85.01487289020304,34.342230741490134,Afternoon,1122.722848079778
94.22942026480385,189.04459680999645,81.44034361349759,182.56032919098504,1115.9521236529474,79.33050034,30.985873454933166,Afternoon,1041.0614354778081
89.80514791434425,213.88212578161847,93.23360778,184.02876887757049,930.5676239090304,89.50692103056531,16.719297851046736,Morning,901.7287825875987
93.6755896,173.06715685876597,87.29897332802534,197.12115549902185,1389.315044773683,73.45370195751434,15.471056394607452,Morning,794.8852979
84.06044658275385,215.26673307848694,108.50175194845276,176.62848572858547,1341.8963183024562,75.66216314144988,16.905015031414727,Night,842.5839196927069
66.38774314945297,203.80705031029612,137.46100771712742,182.9887992793779,999.9539009685981,73.19132170655746,15.314191823395769,Night,816.4850077011741
94.10064953099034,200.86779750536607,131.63820309622633,169.33970595698958,993.6057795167155,67.49801408199123,18.026439771978268,Afternoon,754.158599
72.31996629048619,206.4028906294052,128.2298495354956,168.8040033853501,1148.0999693512922,79.34333356927652,21.83125469603776,Afternoon,887.3232881953596
83.02456395796395,188.07511532996298,119.72805116688265,188.13052835084704,1401.1307960392307,83.77343100268446,24.92540216213422,Morning,993.3843904732369
84.47251967773748,164.3994233814517,86.89143339440648,160.65454264763213,1340.0967608868323,85.69051982137003,24.944157523722744,Evening,949.6956955819112
73.44989906909166,219.27830414334767,123.82650814314948,186.79201624260824,915.4688756407836,75.62912231650148,29.693842544076887,Morning,1017.125400659673
81.1407937,169.82901052233777,97.16494915550948,188.27635861506062,1156.8000939625379,72.26543944355782,26.240130101058547,Night,978.3318300164477
84.22206671566526,169.82551850933285,147.87657330054247,189.4728152558511,1182.4170703882712,80.91528855187423,32.94362043898738,Morning,1101.8429168683626
78.76425531,186.93272674098756,96.72174426,185.29675266916118,1233.8876358300618,76.23899932831141,17.272377099985196,Morning,820.8352837
64.00599209415806,178.78473308044488,146.13376599383935,180.56888860553968,1307.6438022125583,65.19452444309593,29.57758346223939,Afternoon,931.6645551942709
77.98238174206055,156.07870283772246,124.85938344820909,172.52747864808038,1217.2514741904333,79.29163188164173,28.341158772360295,Afternoon,982.1409622761726
88.26385897,182.0957380218407,110.43617466432167,171.47632663620172,1038.371456251471,69.64985681763831,29.960448421500818,Morning,945.0604732570296
68.05432140268634,173.7736691555757,100.9610735907109,168.02503357724038,1120.710968258624,68.47993600656969,19.996101513011087,Night,816.6079809532573
73.5036546,214.02736372777372,121.29599235055002,180.67204805822956,1396.3067321422727,81.69792856289402,24.74163814856351,Afternoon,967.8512412613243
70.64846448278362,212.59048359724378,126.42813012199733,165.86506898782542,992.1070097,81.68966990494837,23.55152551827473,Evening,924.8232481123562
93.49263728479342,192.3942934801403,91.74169966311479,199.0077292005825,1312.0967960870978,71.17558117928925,23.197273660131266,Afternoon,901.9316978998804
81.72294757012435,199.8900634739683,158.87456131409454,187.60900997440365,1159.7794830653138,71.90053774,25.935864638600258,Afternoon,938.7798489368085
79.07461836,191.1660111273354,94.12420233,179.34874353605431,1085.9328545252652,89.76784864197592,26.60952354178447,Morning,1038.316203596338
67.30083925554683,166.17143641999004,136.78345295972912,177.3006298429455,1267.602080415913,76.29373475711614,16.47248261,Morning,796.8312337906018
80.39249191291817,202.95335137494578,158.22361984329962,162.99810239232653,1122.9932761535931,75.82349540269516,19.512798550397783,Morning,825.2664673304275
68.25667339342624,169.01421030368417,158.19468623281438,180.23652215090536,1325.4872269256498,89.57551264746795,28.007474347844063,Afternoon,1066.1008444492095
75.31830558,175.59404978939423,140.7354386501538,163.3108720163681,919.9788109610437,86.71160714931102,22.11339119660716,Afternoon,927.7502081564228
68.64153921621119,209.00336318490196,154.68168191177773,186.94583178905734,934.5934953119552,68.13353543015539,32.35554299059203,Evening,1013.007826
81.76433295,175.5533595908008,141.1918484338472,161.6741170375125,964.658297,67.86816808706972,17.59202333015992,Afternoon,735.5584219
80.76590816614942,153.37041522005921,130.28651870219306,198.93462948028278,1168.2873026409916,80.91563291665412,19.977800820304225,Evening,915.9248575274478
72.91701244422005,151.66472231284476,97.09165750574718,178.97522022605287,1077.9199882405082,72.32827368795773,31.524493403296933,Night,1042.0966406791933
78.96006712661645,201.18662872397513,86.45439187981529,193.9155294,1156.2784667382534,64.55679392159628,21.138520068499787,Evening,819.7106002318292
64.06938491269494,153.16831152294716,83.28634157658803,171.01411268501366,1020.4981793379721,77.95948447351347,30.997618812072584,Evening,1005.0790429105289
60.087424072943946,219.6999134,113.57994229068865,174.38235972726997,1444.9847351548433,61.419889405925296,23.992391991221574,Evening,813.0842277851714
79.39391701264537,219.49589926647428,127.14871476169428,180.93712595750875,1192.098082223089,74.77613270899185,15.179634099846348,Afternoon,783.3577638821075
76.66673495,179.37150609620684,112.75907150531569,176.43713079126334,1052.1817841607622,75.33826711538858,23.684984474830237,Night,939.4702705177615
81.35031436892106,167.33060183331168,138.9178044894682,192.25762011242094,1249.5721533125939,75.94355024536152,34.77971455550018,Evening,1101.4920591433786
98.83144774863942,206.53173259168182,121.62538779471853,199.91710987965936,1367.6642899126728,63.80032269546551,18.276010183182038,Morning,789.6583298896126
84.44479486990414,201.11886803589954,102.63537464476194,180.2715304909609,947.3498169611833,63.49772795818534,26.464871147895852,Night,913.1618269536993
65.87177774555842,215.80298039307525,156.08280735638579,164.93646681687437,1063.4235924854534,70.99793904509153,20.401248660584216,Morning,811.9190303597828
86.17016288095853,165.20698790786417,111.1453204285651,163.00470041961245,1404.5010939149129,73.44688402791225,23.69155309302107,Evening,857.7363847507688
61.84092589488479,216.34136515995638,89.37953657,198.66983379977398,1285.2195984548875,70.50243949,27.06978366037537,Afternoon,959.9173283781824
70.38415395185291,191.9007587949579,143.15295415900482,177.9432380407282,1130.2542259544575,82.1978682,28.87635901319621,Evening,1028.5938303936844
74.31758394675369,188.69487421696186,95.85251055543064,178.84647370848637,1328.3035860569905,87.79128832638496,22.17181419715928,Afternoon,956.9891733719734
92.13342721649366,193.70025058392173,87.85175663075411,186.66824311728897,1311.9963479387698,88.39932348070923,17.582994302345533,Morning,907.5326073
67.55245177951561,168.96832617215514,132.04420290761266,175.03763718261362,969.3829560894934,66.03052188255208,29.66786442902302,Evening,924.2536827052143
66.73561461340985,175.9682439496762,140.0383604771996,178.75587855659785,959.8571976469332,82.53528585436734,18.464472583334143,Morning,871.8184988576713
74.01547475574567,211.9056611551972,84.19572494248813,174.1493668052109,1473.4287262883415,87.93308987032377,24.63840092510541,Afternoon,989.2040832591388
68.36521713637893,196.0824913625847,132.86014615061828,166.2478996192098,1264.0605001039007,66.89426424518409,23.585349921094416,Night,868.8524878214113
86.26635922106507,210.49504436134475,137.6543407968084,192.42870461364154,1428.663535977007,82.75492626779858,15.84764579538664,Evening,867.0552318618778
64.20068491636576,170.08810912867793,130.05850350985554,190.99993025871487,1282.1507564488006,87.23371086,23.068046315248417,Morning,991.8214751111914
63.52531347588898,155.1359350109652,148.5821557931534,193.2212027525356,1215.8131171618918,77.59148247976788,16.059905005892215,Night,870.9074797683749
70.62179955255566,159.46095582531115,82.92465501940501,169.2850045282497,1091.7074397203662,81.44998325549604,31.66919513284839,Evening,1036.5436210263213
70.01967549307695,168.08226925715007,156.35207928914497,175.61620239410107,1104.2450915133938,85.67919327912445,26.077984207883993,Afternoon,1002.049124858616
94.29532053816986,184.5976363524941,130.27181720362495,169.26302145061047,983.4245013,80.49183035678129,24.525059586803632,Evening,932.3973482902645
84.49420806925761,163.42280851395347,119.09739225246753,163.48314010988213,1362.555937421282,64.61286406522159,20.58016070192447,Afternoon,755.3614307395285
75.87551241385191,197.5009059271576,86.9120811,170.80266160850422,909.3347283944408,84.64686728654303,18.01161885464206,Evening,860.6782535455566
62.74564481169832,204.47166804162345,83.70859352468071,170.01390555170994,1118.3810346680946,69.58827578,24.75882514816225,Afternoon,862.7522552182157
83.44362976401547,199.91526494494826,150.0159949336695,170.5321781,1186.5473715280505,66.27272230116324,19.478220081579913,Evening,772.3698304020925
64.99784652610435,200.94840443333942,123.53159191455755,169.8916068267878,1456.372761996898,61.47147048,17.50704296955804,Afternoon,707.1960066593793
59.55228903222388,189.9129668359845,91.18399914139235,190.57293770708716,1463.833058588299,69.35705876898004,28.518702239833942,Evening,954.9642634742356
86.88029792352302,202.1130906258221,101.52042202678501,176.24953131510335,1362.9762223724322,86.41389128,34.40701992049066,Afternoon,1134.3931227634462
78.16942612,211.9344897545613,122.60966382673757,181.78370086891408,1244.7211436448579,69.40212063,18.634924022508145,Afternoon,798.2930795034979
84.20858823780819,194.7328307756635,143.01342618618742,176.77460550458616,1441.6619028757723,65.70025159177901,31.367082408181624,Night,1005.9348129326008
78.18727653,216.03742884583718,111.20023299084716,176.18047841914836,1041.2760726140673,75.16659944357947,31.73674074634262,Afternoon,1023.1781176034955
83.56830611902691,189.19631595276886,154.81424077161864,186.28602019307777,1095.5401249276592,69.04558404991398,18.663873361191516,Morning,805.9693943599456
68.48974406699853,196.72329622958893,94.76792537804022,182.0455255487809,1331.8420439328193,72.68270519090913,30.674749038978167,Morning,995.3021153534985
64.65757158215536,183.3140113534563,144.42493968238276,197.39088637792355,1193.2605662179676,71.63754044,34.98049660371156,Night,1144.5206855542594
81.81594518281626,188.57016281641756,96.6663971,197.67452135551247,941.2197728220589,71.17709025699436,25.90132003132314,Night,987.5970833144528
66.96590335826158,202.81672207970115,108.82214777077692,193.6160671427693,1030.6741869282723,84.74106514328825,26.97726774430585,Night,1094.6617355660017
68.10450222,219.88377386630978,152.38246943070303,168.43630820350228,1319.0626684922088,86.39318326,22.603229055729003,Afternoon,950.8808875
70.44467496482658,153.3321409691003,127.22039767474669,168.72154549657364,976.0291040680604,86.11675541795839,20.94231267215351,Morning,908.2977281669707
75.17479159025056,188.2780142531459,89.90525746254848,194.30720831167022,1477.243886,74.78338855986848,15.964758944295756,Night,849.1443654
71.46006088746516,178.6565978099808,98.76599874457247,187.78514932910608,1289.0296477038594,67.47794797,15.531222913832572,Night,779.2090207807312
61.25048706581981,215.0615822635064,80.11389869948367,160.37922117930313,910.2118828607697,73.91580107680367,34.27037715288025,Afternoon,1024.778692131291
68.56381597167109,160.84413407342225,106.12388846763454,194.50874071621155,1043.785747,61.839620805228165,22.469774520129274,Night,859.6322233295741
52.765968477755735,207.66004185248934,122.30772696192582,184.38335517131253,1218.4024715010012,66.71971984223528,26.296607993194314,Morning,900.0395697050565
81.25231451027187,159.1293175476957,125.46779660231526,182.21981046762454,906.3716272496323,63.12265793617863,33.55000635360764,Morning,976.2018545902397
58.979423443932525,204.1000224835766,155.4306738962881,183.2979239,1435.7898148638772,75.99314659,34.53553985699904,Afternoon,1090.3489241597379
63.956166605715495,212.4923738007339,149.37222623970627,169.71057643063475,1298.3393226196456,78.17315941638466,21.57764323492133,Morning,881.8886028220131
75.52165079260975,202.25573623528481,149.85773581232093,169.17582547960697,1284.5700757386196,86.06683872914337,18.78739539794642,Afternoon,889.3788194
67.60437003608686,216.4611768535853,140.66250857045972,168.1151054,1397.4906846637007,64.23165714497897,20.810331983825538,Afternoon,776.6009024479785
90.43014595406736,192.02200975766084,121.01587126866674,181.5146545765254,942.0544821,63.82096930536912,27.438544441043387,Morning,890.1328777908373
62.07143090276551,169.66745632065437,132.8039800703769,184.34965589562677,965.5824836248074,64.62112696545546,17.15474931190794,Night,781.5034278303286
77.67050869349183,210.71970643386442,129.23164226065722,184.3592804335417,1345.5375213667314,70.15831369056755,15.758017974174383,Night,805.2142510167803
74.60717181772505,202.48071330737721,121.05568418169861,167.2884354309094,1452.0795826415483,64.45094096865992,20.99366979093672,Evening,773.7021735729281
63.31906502258803,208.69042929718137,138.810694,164.65897855697884,1183.205534362144,79.51362853700286,15.752565980393866,Morning,794.5515519681094
80.23276660531754,187.0348120150498,156.8000554922146,182.3639675255111,1471.4070221081356,62.57346320290993,22.672990229571013,Evening,816.1541615337194
73.28453668777752,208.9601898380177,115.39744735049766,192.88691230098266,1159.8260707642137,63.25615492997288,33.386642017218605,Afternoon,1002.5625621571805
82.71790551213667,158.06224685781947,105.22196928434435,167.7428705157419,966.3403572802816,70.72690758253205,19.41312017838051,Morning,780.9801139371143
83.23504153963731,214.3745293763991,158.90497461107887,190.21714046904637,1082.782576508944,80.21247401690974,23.494805511806394,Night,1011.8780709502746
96.63235949,165.81450204337244,143.29088310682937,177.7898480878273,1489.8052008951645,76.70032347606053,34.67663268315492,Night,1131.5861536774087
88.36527949436392,204.98701032476896,158.36502439382525,162.83526943126967,1072.954909128989,69.28322959220979,27.512833461465878,Evening,903.5230986473289
71.30818162057557,150.06877410731167,112.46086668548332,166.31355725830147,1286.2117500573165,88.31413651952992,25.412097106730144,Night,1032.5009620324329
72.60620822424073,215.08133739848125,159.64763602022245,164.6129211656343,1377.8534323701313,85.62101940560844,32.62922778240565,Night,1148.5444310627795
